run_id,t,Q0,Q1,Q2,Q3,Q4,Q5,completed,op_feed_util,scanner_util,m1_fixture_util,m2_cooling_slot_util,op_battery_monitor_util,m3_punch_util,op_maint_util,m4_module_util,op_sort_util,op_pack_util
run_001,30,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
run_001,60,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
run_001,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
run_001,120,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
run_001,150,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
run_001,180,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
run_001,210,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
run_001,240,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
run_001,270,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
run_001,300,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
run_001,330,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
run_001,360,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
run_001,390,20,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
run_001,420,19,1,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
run_001,450,17,2,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
run_001,480,16,3,0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
run_001,510,14,4,0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
run_001,540,12,6,0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
run_001,570,10,8,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
run_001,600,8,9,1,0,0,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
run_001,630,6,11,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
run_001,660,3,13,1,0,0,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
run_001,690,1,14,2,0,0,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
run_001,720,18,16,1,0,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
run_001,750,16,17,2,0,0,0,2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
run_001,780,14,18,3,0,0,0,2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
run_001,810,12,20,2,0,0,0,2,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
run_001,840,10,21,3,0,0,0,3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
run_001,870,8,22,4,0,0,0,3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
run_001,900,7,23,3,0,0,0,4,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
run_001,930,5,24,4,0,0,0,4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
run_001,960,3,24,6,0,0,0,4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
run_001,990,1,26,6,0,0,0,4,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
run_001,1020,0,26,6,0,0,0,4,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
run_001,1050,18,29,6,0,0,0,5,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
run_001,1080,16,30,7,0,0,0,5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
run_001,1110,14,32,6,0,0,0,5,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
run_001,1140,12,34,6,0,0,0,6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
run_001,1170,11,34,7,0,0,0,6,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
run_001,1200,9,36,6,0,0,0,6,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
run_001,1230,8,36,7,0,0,0,7,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
run_001,1260,6,38,6,0,0,0,7,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
run_001,1290,4,39,7,0,0,0,8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
run_001,1320,1,42,7,0,0,0,8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
run_001,1350,0,43,7,0,0,0,9,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
run_001,1380,0,42,8,0,0,0,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
run_001,1410,9,42,9,0,0,0,9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
run_001,1440,8,43,9,0,0,0,9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
run_001,1470,6,45,8,0,0,0,9,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
run_001,1500,4,46,9,0,0,0,10,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
run_001,1530,33,47,9,0,0,0,10,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
run_001,1560,32,47,10,0,0,0,11,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
run_001,1590,30,48,11,0,0,0,11,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
run_001,1620,28,50,10,0,0,0,11,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
run_001,1650,26,51,11,0,0,0,11,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
run_001,1680,24,53,11,0,0,0,12,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
run_001,1710,48,53,12,0,0,0,12,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
run_001,1740,46,55,11,0,0,0,12,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
run_001,1770,45,55,12,0,0,0,12,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
run_001,1800,44,55,13,0,0,0,13,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
run_001,1830,41,58,13,0,0,0,13,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
run_001,1860,40,59,12,0,0,0,14,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
run_001,1890,38,60,12,0,0,0,14,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
run_001,1920,36,61,13,0,0,0,14,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
run_001,1950,35,62,13,0,1,0,14,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
run_001,1980,33,62,15,0,0,0,14,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
